y-axis,value1,value2,value3,value4
700,53,18010,71,21555
700,56,17634,70,21924
700,55,17748,69,21773
700,54,18177,67,21485
700,52,18796,63,20818
700,52,19506,61,20122
700,52,19432,59,20072
700,53,19709,59,19914
710,47,19248,55,20203
710,49,18070,58,21133
710,51,17800,60,21416
710,51,17358,64,21823
710,50,17448,60,21814
710,49,18000,61,21320
710,47,18550,53,20729
710,48,19184,55,20165
710,48,19267,53,20129
710,48,19343,53,19878
720,45,19082,50,20527
720,45,18129,52,21373
720,46,17754,57,21900
720,47,17347,59,22246
720,46,17499,55,22124
720,44,17731,54,21684
720,45,18390,48,20989
720,44,19069,49,20244
720,43,19104,47,20375
720,44,19207,48,20053
730,41,19109,47,20414
730,42,18022,47,21595
730,43,17701,47,21857
730,44,17304,51,22289
730,42,17363,48,22072
730,44,17901,47,21626
730,41,18507,45,21026
730,42,19158,44,20416
730,40,19176,44,20362
730,42,19429,43,20198
740,40,19132,39,20415
740,40,18212,40,21132
740,40,17867,46,21547
740,40,17485,46,22113
740,41,17541,44,21834
740,40,17997,42,21530
740,39,18592,40,20884
740,40,19250,40,20123
740,39,19282,39,20180
740,39,19474,42,20004
750,38,19163,35,20294
750,38,17921,38,21328
750,39,17732,41,21596
750,38,17221,43,22039
750,38,17392,40,22069
750,39,17885,39,21694
750,36,18374,38,21003
750,37,19016,36,20480
750,37,19071,37,20350
750,39,19174,35,20142
760,35,18743,34,20457
760,34,17854,36,21318
760,36,17529,38,21671
760,37,17167,39,22137
760,35,17267,36,22091
760,34,17743,36,21789
760,36,18321,35,21137
760,34,18905,34,20247
760,35,18915,34,20235
760,35,19133,33,20041
770,35,18973,33,20145
770,33,17889,33,21392
770,35,17664,33,21671
770,35,17152,35,22047
770,33,17208,32,21880
770,34,17775,34,21561
770,32,18329,32,20809
770,33,18993,33,20283
770,34,19099,30,20121
770,32,19177,31,19946
780,33,18809,31,20354
780,32,18001,32,21374
780,33,17649,32,21720
780,32,17203,33,22127
780,32,17349,31,21942
780,31,17634,33,21513
780,32,18254,30,20865
780,32,19024,30,20223
780,31,19069,29,20211
780,31,19258,29,20074
790,31,18822,27,20221
790,31,17578,29,21248
790,32,17381,31,21512
790,32,16899,30,21809
790,29,17036,29,21741
790,30,17529,30,21235
790,30,18152,29,20734
790,32,18792,27,20174
790,30,18748,29,19960
790,31,18996,28,19989
800,30,18728,28,20520
800,29,17864,26,21321
800,32,17421,28,21650
800,28,17116,27,22152
800,30,17154,28,21894
800,30,17455,27,21580
800,29,18255,28,21009
800,29,18931,25,20359
800,28,18818,26,20291
800,30,19065,26,20061
810,28,18897,26,20204
810,29,17742,25,21295
810,28,17521,28,21557
810,28,17088,28,21992
810,28,17239,27,21948
810,28,17644,26,21546
810,27,18240,27,20792
810,28,18868,26,20420
810,27,18861,27,20169
810,27,19091,25,20187
820,27,18529,26,20519
820,27,17642,26,21444
820,26,17224,26,21559
820,29,16797,26,22121
820,26,16923,26,22062
820,26,17193,26,21549
820,29,17818,25,20934
